,RegionName,InventoryRaw_AllHomes
3755147,middlevillebarrymi,46.0
3755148,midfieldjeffersonal,32.0
3755149,midland_parkbergennj,16.0
3755153,midlandmidlandmi,315.0
3755155,midlandmuscogeega,98.0
3755156,midlandpiercewa,10.0
3755157,midlothianchesterfieldva,392.0
3755158,midlothiancookil,56.0
3755159,midlothianellistx,182.0
3755163,midway_parkonslownc,21.0
3755168,midwaylibertyga,10.0
3755169,midwaywasatchut,59.0
3755170,midwest_cityoklahomaok,190.0
3755171,milacamille_lacsmn,5.0
3755172,milancoosnh,12.0
3755173,milandutchessny,27.0
3755181,milford_townshipbuckspa,28.0
3755183,milford_townshipoaklandmi,108.0
3755184,milford_townshippikepa,12.0
3755186,milfordclermontoh,45.0
3755192,milfordnew_havenct,260.0
3755193,milfordpikepa,9.0
3755195,milfordsussexde,134.0
3755201,mill_necknassauny,11.0
3755209,millburyworcesterma,46.0
3755210,millcreek_townshiperiepa,276.0
3755211,millcreeksalt_lakeut,20.0
3755212,milledgevillebaldwinga,222.0
3755214,millenjenkinsga,20.0
3755215,miller_placesuffolkny,58.0
3755221,millersburgpresque_islemi,52.0
3755223,millersvillelancasterpa,16.0
3755227,millingtonshelbytn,61.0
3755229,millisnorfolkma,15.0
3755230,mills_riverhendersonnc,34.0
3755231,millsborosussexde,347.0
3755232,millstadtsaint_clairil,22.0
3755233,millstone_townshipmonmouthnj,79.0
3755235,milltownmiddlesexnj,34.0
3755238,millvillecumberlandnj,202.0
3755241,milnerlamarga,15.0
3755246,milton_freewaterumatillaor,34.0
3755249,miltonchittendenvt,28.0
3755250,miltonfultonga,323.0
3755252,miltonnorthumberlandpa,46.0
3755255,miltonsanta_rosafl,342.0
3755256,miltonstraffordnh,13.0
3755257,miltonsussexde,190.0
3755259,miltonulsterny,19.0
3755261,milwaukeemilwaukeewi,1048.0
3755262,milwaukieclackamasor,18.0
3755263,mimsbrevardfl,50.0
3755266,mindendouglasnv,29.0
3755269,mindenwebsterla,74.0
3755271,mine_hillmorrisnj,20.0
3755272,mineolanassauny,16.0
3755273,mineolawoodtx,58.0
3755274,mineral_blufffanninga,104.0
3755280,mineral_springsunionnc,14.0
3755281,mineral_wellspalo_pintotx,55.0
3755283,minerallouisava,127.0
3755284,minersvilleschuylkillpa,30.0
3755286,minervastarkoh,29.0
3755290,minisinkorangeny,12.0
3755291,minneapolishennepinmn,520.0
3755295,minnetonkahennepinmn,118.0
3755296,minnetristahennepinmn,48.0
3755298,minocquaoneidawi,165.0
3755301,minookagrundyil,32.0
3755303,minotandroscogginme,10.0
3755306,mint_hillmecklenburgnc,78.0
3755307,miooscodami,49.0
3755308,mira_lomariversideca,30.0
3755310,miramarbrowardfl,348.0
3755311,miromar_lakesleefl,63.0
3755312,mishawakasaint_josephin,150.0
3755313,mishicotmanitowocwi,12.0
3755314,mission_bendfort_bendtx,37.0
3755317,mission_viejoorangeca,103.0
3755318,missionhidalgotx,454.0
3755320,missoulamissoulamt,254.0
3755321,missouri_cityfort_bendtx,277.0
3755322,missouri_valleyharrisonia,36.0
3755327,moberlyrandolphmo,59.0
3755328,mobilemobileal,1179.0
3755329,mocksvilledavienc,35.0
3755330,modestostanislausca,328.0
3755331,mogadoreportageoh,26.0
3755332,mohave_valleymohaveaz,96.0
3755340,mokenawillil,44.0
3755341,molallaclackamasor,36.0
3755342,molenapikega,16.0
3755345,molinoescambiafl,13.0
3755347,monacabeaverpa,26.0
3755350,moncks_cornerberkeleysc,264.0
3755353,mondovibuffalowi,26.0
3755354,moneewillil,40.0
3755355,monessenwestmorelandpa,56.0
3755356,monetabedfordva,209.0
3755362,monfort_heights_southhamiltonoh,18.0
3755363,monitor_townshipbaymi,26.0
3755365,monktonbaltimoremd,20.0
3755366,monmouth_beachmonmouthnj,40.0
3755368,monmouthkennebecme,23.0
3755369,monmouthpolkor,23.0
3755371,mononadanewi,18.0
3755372,monongahelawashingtonpa,24.0
3755375,monroe_citymonroemo,21.0
3755377,monroe_townshipcumberlandpa,10.0
3755378,monroe_townshipgloucesternj,154.0
3755379,monroe_townshipmiddlesexnj,246.0
3755380,monroe_townshipmonroemi,56.0
3755384,monroeamherstva,26.0
3755386,monroebutleroh,23.0
3755387,monroefairfieldct,104.0
3755388,monroegreenwi,35.0
3755390,monroeorangeny,87.0
3755391,monroeouachitala,314.0
3755394,monroesnohomishwa,42.0
3755395,monroeunionnc,56.0
3755396,monroevillealleghenypa,108.0
3755399,monroewaltonga,48.0
3755401,monrovialos_angelesca,35.0
3755402,monroviamorganin,16.0
3755403,monsonhampdenma,26.0
3755404,monsonpiscataquisme,21.0
3755407,mont_vernonhillsboroughnh,11.0
3755409,montaguemuskegonmi,34.0
3755411,montaguesussexnj,58.0
3755413,montauksuffolkny,170.0
3755414,montclairessexnj,62.0
3755415,montclairsan_bernardinoca,28.0
3755418,monte_vistario_grandeco,44.0
3755419,monteaglegrundytn,32.0
3755421,montebellolos_angelesca,36.0
3755422,montecitosanta_barbaraca,92.0
3755424,montellomarquettewi,116.0
3755425,monterey_parklos_angelesca,36.0
3755426,montereyberkshirema,24.0
3755427,montereymontereyca,62.0
3755429,montereyputnamtn,70.0
3755430,montesanograys_harborwa,16.0
3755431,montevalloshelbyal,29.0
3755436,montgomery_citymontgomerymo,28.0
3755437,montgomery_townshipfranklinpa,34.0
3755439,montgomery_townshipsomersetnj,114.0
3755440,montgomery_villagemontgomerymd,88.0
3755441,montgomerychathamga,22.0
3755443,montgomerykendallil,52.0
3755446,montgomerymontgomeryal,1271.0
3755447,montgomerymontgomerytx,752.0
3755451,monticellojasperga,70.0
3755452,monticellojeffersonfl,76.0
3755455,monticellopiattil,48.0
3755456,monticellosullivanny,30.0
3755463,montpelierhanoverva,32.0
3755464,montpelierwashingtonvt,22.0
3755467,montrose_ghentsummitoh,39.0
3755471,montrosemontroseco,188.0
3755473,montrosswestmorelandva,80.0
3755475,montvalebergennj,26.0
3755476,montverdelakefl,30.0
3755478,montvillemorrisnj,86.0
3755479,montvillenew_londonct,74.0
3755480,monumentel_pasoco,100.0
3755481,moodymclennantx,12.0
3755482,moodysaint_clairal,35.0
3755483,moon_townshipalleghenypa,60.0
3755486,moore_townshipnorthamptonpa,20.0
3755487,mooreclevelandok,230.0
3755488,moorefieldhardywv,46.0
3755492,mooresbororutherfordnc,14.0
3755493,mooresburghawkinstn,38.0
3755494,moorespartanburgsc,77.0
3755495,moorestown_lenolaburlingtonnj,84.0
3755496,moorestown_townshipburlingtonnj,52.0
3755497,mooresvilleiredellnc,534.0
3755498,mooresvillemorganin,70.0
3755500,moorheadclaymn,134.0
3755502,moorparkventuraca,54.0
3755503,moose_lakecarltonmn,12.0
3755511,moreausaratogany,54.0
3755513,morehead_citycarteretnc,202.0
3755516,morelandcowetaga,33.0
3755518,moreno_valleyriversideca,209.0
3755519,moretownwashingtonvt,13.0
3755520,morgan_citysaint_maryla,52.0
3755522,morganmorganut,27.0
3755523,morganorleansvt,16.0
3755525,morgantonburkenc,208.0
3755526,morgantonfanninga,106.0
3755527,morgantownbrownin,28.0
3755528,morgantownmonongaliawv,202.0
3755531,moriartysanta_fenm,29.0
3755532,morichessuffolkny,16.0
3755533,morleymecostami,18.0
3755538,morongo_valleysan_bernardinoca,23.0
3755541,morris_chapelhardintn,12.0
3755544,morris_townshipmorrisnj,86.0
3755545,morrisgrundyil,72.0
3755547,morrislitchfieldct,20.0
3755550,morrisonjeffersonco,28.0
3755553,morrisonwarrentn,15.0
3755556,morristonlevyfl,52.0
3755557,morristownhamblentn,230.0
3755558,morristownlamoillevt,18.0
3755559,morristownmorrisnj,32.0
3755562,morrisvillebuckspa,36.0
3755563,morrisvillelamoillevt,9.0
3755565,morrisvillewakenc,54.0
3755566,morro_baysan_luis_obispoca,41.0
3755568,morrowwarrenoh,42.0
3755569,morton_grovecookil,94.0
3755571,mortonlewiswa,14.0
3755578,moseleychesterfieldva,138.0
3755581,mosheimgreenetn,19.0
3755582,mosineemarathonwi,27.0
3755584,moss_pointjacksonms,120.0
3755585,mossyrocklewiswa,16.0
3755587,moultonboroughcarrollnh,58.0
3755589,moultonlawrenceal,40.0
3755591,mound_citylinnks,22.0
3755592,moundhennepinmn,34.0
3755600,mount_airyfrederickmd,126.0
3755601,mount_airyhabershamga,20.0
3755604,mount_arlingtonmorrisnj,40.0
3755609,mount_charlestonclarknv,29.0
3755612,mount_cobblackawannapa,21.0
3755615,mount_deserthancockme,46.0
3755616,mount_doralakefl,178.0
3755619,mount_ephraimcamdennj,21.0
3755621,mount_gileadmorrowoh,42.0
3755623,mount_healthyhamiltonoh,14.0
3755626,mount_hollygastonnc,54.0
3755629,mount_horebdanewi,22.0
3755631,mount_ivyrocklandny,39.0
3755632,mount_jacksonshenandoahva,62.0
3755633,mount_joylancasterpa,22.0
3755634,mount_julietwilsontn,199.0
3755635,mount_kiscowestchesterny,53.0
3755644,mount_olympussalt_lakeut,14.0
3755646,mount_pennberkspa,12.0
3755647,mount_pleasantcabarrusnc,15.0
3755648,mount_pleasantcharlestonsc,640.0
3755649,mount_pleasantisabellami,132.0
3755650,mount_pleasantmaurytn,35.0
3755651,mount_pleasantracinewi,68.0
3755652,mount_pleasanttitustx,136.0
3755653,mount_pleasantwestmorelandpa,22.0
3755655,mount_prospectcookil,144.0
3755659,mount_shastasiskiyouca,52.0
3755660,mount_sidneyaugustava,8.0
3755661,mount_sinaisuffolkny,56.0
3755663,mount_sterlingmadisonoh,10.0
3755664,mount_sterlingmontgomeryky,24.0
3755667,mount_vernonfairfaxva,98.0
3755671,mount_vernonknoxoh,100.0
3755672,mount_vernonlawrencemo,28.0
3755676,mount_vernonposeyin,57.0
3755677,mount_vernonskagitwa,108.0
3755678,mount_vernonwestchesterny,124.0
3755681,mount_washingtonbullittky,68.0
3755686,mountain_centerriversideca,33.0
3755687,mountain_cityjohnsontn,110.0
3755688,mountain_grovewrightmo,83.0
3755689,mountain_homebaxterar,270.0
3755690,mountain_homeelmoreid,86.0
3755692,mountain_lake_parkgarrettmd,24.0
3755693,mountain_lakesmorrisnj,30.0
3755694,mountain_restoconeesc,10.0
3755695,mountain_topluzernepa,54.0
3755698,mountain_viewhowellmo,50.0
3755700,mountain_viewstonear,131.0
3755703,mountainhomemonroepa,15.0
3755704,mountainocontowi,34.0
3755705,mountainsideunionnj,27.0
3755711,moyockcurritucknc,118.0
3755713,mt_holly_townshipburlingtonnj,69.0
3755715,mt_hopeorangeny,20.0
3755716,mt_joy_townshipadamspa,38.0
3755717,mt_laurel_townshipburlingtonnj,218.0
3755719,mt_olive_townshipmorrisnj,52.0
3755724,mt_pleasant_townshipwestmorelandpa,28.0
3755725,mt_pleasantwestchesterny,19.0
3755726,mt_vernonkennebecme,10.0
3755728,muhlenberg_townshipberkspa,58.0
3755730,mukilteosnohomishwa,22.0
3755732,mulberrycrawfordar,17.0
3755734,mulberrypolkfl,50.0
3755740,mullica_townshipatlanticnj,26.0
3755743,munciedelawarein,352.0
3755746,mundeleinlakeil,130.0
3755748,mundy_townshipgeneseemi,50.0
3755749,munfordtalladegaal,7.0
3755750,munfordtiptontn,28.0
3755751,munfordvillehartky,8.0
3755752,munhallalleghenypa,36.0
3755755,munroe_fallssummitoh,12.0
3755757,munsterlakein,55.0
3755759,murchisonvan_zandttx,21.0
3755760,murfreesborohertfordnc,18.0
3755761,murfreesbororutherfordtn,518.0
3755763,murphycollintx,34.0
3755765,murphysborojacksonil,141.0
3755766,murphyscalaverasca,30.0
3755767,murraycallowayky,172.0
3755769,murraysalt_lakeut,58.0
3755770,murrayvillehallga,26.0
3755771,murrells_inlethorrysc,472.0
3755772,murrietariversideca,285.0
3755773,murrysvillewestmorelandpa,88.0
3755775,muscle_shoalscolbertal,162.0
3755776,muscodagrantwi,8.0
3755780,muskegowaukeshawi,50.0
3755782,mustangcanadianok,110.0
3755783,muttontownnassauny,34.0
3755784,myakka_citymanateefl,45.0
3755785,myers_cornerdutchessny,35.0
3755787,myersvillefrederickmd,26.0
3755788,myrtle_beachhorrysc,1140.0
3755789,myrtle_creekdouglasor,38.0
3755791,myrtle_pointcoosor,19.0
3755796,nags_headdarenc,135.0
3755798,nampacanyonid,354.0
3755799,nancypulaskiky,47.0
3755800,nanjemoycharlesmd,24.0
3755801,nanticokeluzernepa,63.0
3755805,napanapaca,124.0
3755807,napervilledu_pageil,550.0
3755809,naplescollierfl,5110.0
3755818,narragansettwashingtonri,100.0
3755823,nashuahillsboroughnh,134.0
3755824,nashvillebarrymi,14.0
3755825,nashvilleberrienga,59.0
3755826,nashvillebrownin,73.0
3755827,nashvilledavidsontn,2436.0
3755829,nashvillenashnc,28.0
3755832,nassau_bayharristx,10.0
3755836,nathaliehalifaxva,20.0
3755837,nathropchaffeeco,19.0
3755841,national_parkgloucesternj,26.0
3755842,natural_bridgerockbridgeva,8.0
3755844,naugatucknew_havenct,137.0
3755845,navarresanta_rosafl,265.0
3755850,nazarethnorthamptonpa,52.0
3755853,nebraska_cityotoene,68.0
3755854,necedahjuneauwi,40.0
3755855,nederlandboulderco,22.0
3755856,nederlandjeffersontx,40.0
3755859,needlessan_bernardinoca,24.0
3755863,nehalemtillamookor,48.0
3755864,neillsvilleclarkwi,56.0
3755866,nekoosaadamswi,100.0
3755871,nelsonvilleathensoh,23.0
3755875,neoshonewtonmo,69.0
3755877,neptune_beachduvalfl,25.0
3755878,neptunemonmouthnj,124.0
3755880,nesbitdesotoms,38.0
3755881,nesconsetsuffolkny,38.0
3755884,neshkoromarquettewi,37.0
3755885,neskowintillamookor,40.0
3755886,nesquehoningcarbonpa,18.0
3755887,netcongmorrisnj,14.0
3755888,nether_providencedelawarepa,58.0
3755890,neuse_forestcravennc,20.0
3755891,nevada_citynevadaca,63.0
3755892,nevadastoryia,34.0
3755894,neversinksullivanny,20.0
3755896,new_albanyfloydin,143.0
3755897,new_albanyfranklinoh,78.0
3755899,new_athenssaint_clairil,16.0
3755900,new_auburnchippewawi,22.0
3755901,new_badenclintonil,14.0
3755903,new_baltimoremacombmi,31.0
3755907,new_berlinwaukeshawi,52.0
3755908,new_berncravennc,268.0
3755910,new_bostonbowietx,36.0
3755911,new_bostonhillsboroughnh,44.0
3755913,new_braunfelscomaltx,606.0
3755917,new_brightonramseymn,18.0
3755918,new_britain_townshipbuckspa,36.0
3755919,new_britainhartfordct,154.0
3755921,new_brunswickmiddlesexnj,66.0
3755923,new_canaanfairfieldct,274.0
3755924,new_carlisleclarkoh,22.0
3755925,new_carlislela_portein,28.0
3755927,new_casselnassauny,24.0
3755930,new_castlehenryin,88.0
3755932,new_castlenew_castlede,159.0
3755935,new_concordcallowayky,16.0
3755937,new_cumberlandcumberlandpa,38.0
3755942,new_egyptoceannj,16.0
3755944,new_eraoceanami,14.0
3755945,new_fairfieldfairfieldct,85.0
3755946,new_franklinsummitoh,49.0
3755947,new_freedomyorkpa,13.0
3755948,new_garden_townshipchesterpa,18.0
3755950,new_gloucestercumberlandme,8.0
3755951,new_hanovermontgomerypa,24.0
3755954,new_hartfordlitchfieldct,41.0
3755955,new_hartfordoneidany,61.0
3755958,new_havenfranklinmo,24.0
3755959,new_havenmacombmi,24.0
3755961,new_havennew_havenct,191.0
3755969,new_hudsonoaklandmi,29.0
3755970,new_hyde_parknassauny,23.0
3755972,new_ipswichhillsboroughnh,28.0
3755974,new_kensingtonwestmorelandpa,70.0
3755975,new_kentnew_kentva,32.0
3755978,new_lenoxwillil,110.0
3755980,new_lisbonjuneauwi,6.0
3755982,new_london_townshipchesterpa,26.0
3755984,new_londonmerrimacknh,44.0
3755986,new_londonnew_londonct,101.0
3755988,new_londonwaupacawi,34.0
3755991,new_marketfrederickmd,75.0
3755992,new_marketjeffersontn,27.0
3755993,new_marketmadisonal,60.0
3755994,new_marketshenandoahva,35.0
3755995,new_marlboroughberkshirema,28.0
3755996,new_meadowsadamsid,26.0
3755999,new_milford_townshipsusquehannapa,22.0
3756001,new_orleansorleansla,1664.0
3756003,new_palestinehancockin,44.0
3756007,new_philadelphiatuscarawasoh,84.0
3756008,new_plymouthpayetteid,12.0
3756009,new_port_richeypascofl,736.0
3756010,new_praguescottmn,16.0
3756011,new_prestonlitchfieldct,18.0
3756012,new_providenceunionnj,32.0
3756014,new_richmondclermontoh,40.0
3756015,new_richmondsaint_croixwi,79.0
3756017,new_rochellewestchesterny,168.0
3756022,new_scotlandalbanyny,26.0
3756023,new_sewickley_townshipbeaverpa,11.0
3756026,new_smyrna_beachvolusiafl,422.0
3756030,new_ulmbrownmn,58.0
3756037,new_windsorcarrollmd,28.0
3756038,new_windsororangeny,111.0
3756041,new_yorkqueensny,13456.0
3756043,newarkessexnj,434.0
3756046,newarklickingoh,152.0
3756047,newarknew_castlede,294.0
3756052,newaygonewaygomi,60.0
3756053,newbergyamhillor,70.0
3756055,newberry_springssan_bernardinoca,20.0
3756056,newberry_townshipyorkpa,32.0
3756057,newberryalachuafl,68.0
3756058,newberrynewberrysc,76.0
3756060,newburgcharlesmd,44.0
3756062,newburghwarrickin,158.0
3756065,newburyessexma,17.0
3756066,newburygeaugaoh,22.0
3756067,newburymerrimacknh,28.0
3756068,newburyportessexma,52.0
3756071,newcastlemcclainok,70.0
3756082,newingtonhartfordct,116.0
3756084,newman_lakespokanewa,18.0
3756087,newnancowetaga,477.0
3756088,newport_beachorangeca,336.0
3756089,newport_coastorangeca,70.0
3756090,newport_newsnewport_news_cityva,736.0
3756092,newportcampbellky,52.0
3756093,newportcarteretnc,26.0
3756094,newportcocketn,92.0
3756096,newportlincolnor,122.0
3756097,newportnewportri,126.0
3756098,newportpend_oreillewa,57.0
3756103,newton_fallstrumbulloh,32.0
3756107,newtonharveyks,66.0
3756108,newtonhoustonal,28.0
3756114,newtonrockinghamnh,10.0
3756115,newtonsussexnj,58.0
3756116,newtown_townshipbuckspa,34.0
3756117,newtown_townshipdelawarepa,56.0
3756118,newtownfairfieldct,177.0
3756121,niagara_fallsniagarany,100.0
3756123,niagaraniagarany,15.0
3756124,nianguawrightmo,9.0
3756125,nianticnew_londonct,84.0
3756127,nicevilleokaloosafl,110.0
3756128,nicholasvillejessamineky,149.0
3756130,nichols_hillsoklahomaok,56.0
3756134,nicholsonjacksonga,13.0
3756138,nilesberrienmi,202.0
3756139,nilescookil,77.0
3756141,nine_mile_fallsstevenswa,30.0
3756142,ninety_sixgreenwoodsc,34.0
3756145,nipomosan_luis_obispoca,64.0
3756146,nissequoguesuffolkny,24.0
3756149,niwotboulderco,21.0
3756152,noanknew_londonct,15.0
3756154,noblesvillehamiltonin,240.0
3756155,nockamixon_townshipbuckspa,10.0
3756160,nokomissarasotafl,268.0
3756163,norcoriversideca,50.0
3756165,norcrossgwinnettga,80.0
3756167,norfolklitchfieldct,32.0
3756169,norfolknorfolk_cityva,1052.0
3756170,norfolknorfolkma,36.0
3756171,norforkbaxterar,30.0
3756173,normalmcleanil,182.0
3756174,normanclevelandok,626.0
3756175,normandy_parkkingwa,12.0
3756176,normandybedfordtn,10.0
3756181,norridgecookil,34.0
3756182,norristownmontgomerypa,107.0
3756183,north_adamsberkshirema,38.0
3756184,north_andoveressexma,56.0
3756188,north_attleborobristolma,74.0
3756189,north_augustaaikensc,117.0
3756190,north_aurorakaneil,64.0
3756191,north_babylonsuffolkny,38.0
3756194,north_barringtonlakeil,50.0
3756195,north_bay_villagemiami_dadefl,216.0
3756197,north_beaver_townshiplawrencepa,6.0
3756199,north_bendcoosor,54.0
3756204,north_bergenhudsonnj,158.0
3756205,north_bethesdamontgomerymd,139.0
3756208,north_braddockalleghenypa,21.0
3756209,north_branchchisagomn,30.0
3756210,north_branchlapeermi,33.0
3756211,north_branfordnew_havenct,31.0
3756212,north_brunswickmiddlesexnj,112.0
3756214,north_caldwellessexnj,30.0
3756215,north_cantonstarkoh,50.0
3756217,north_castlewestchesterny,78.0
3756220,north_charlestoncharlestonsc,254.0
3756221,north_chicagolakeil,10.0
3756222,north_codorus_townshipyorkpa,26.0
3756223,north_college_hillhamiltonoh,24.0
3756224,north_cornwall_townshiplebanonpa,27.0
3756226,north_decaturdekalbga,50.0
3756227,north_druid_hillsdekalbga,80.0
3756228,north_east_townshiperiepa,44.0
3756229,north_eastcecilmd,106.0
3756232,north_falmouthbarnstablema,22.0
3756235,north_forkmaderaca,22.0
3756237,north_franklin_townshipwashingtonpa,22.0
3756240,north_granbyhartfordct,18.0
3756241,north_greenbushrensselaerny,26.0
3756242,north_haledonpassaicnj,32.0
3756243,north_hamptonrockinghamnh,21.0
3756244,north_hanoverburlingtonnj,10.0
3756245,north_harmonychautauquany,14.0
3756247,north_havennew_havenct,128.0
3756249,north_herogrand_islevt,18.0
3756253,north_huntingdonwestmorelandpa,106.0
3756258,north_kingstownwashingtonri,120.0
3756259,north_kingsvilleashtabulaoh,16.0
3756261,north_lauderdalebrowardfl,101.0
3756267,north_limamahoningoh,21.0
3756268,north_little_rockpulaskiar,329.0
3756269,north_londonderrylebanonpa,24.0
3756272,north_mankatonicolletmn,31.0
3756273,north_miami_beachmiami_dadefl,354.0
3756274,north_miamimiami_dadefl,335.0
3756275,north_middletoncumberlandpa,30.0
3756277,north_myrtle_beachhorrysc,832.0
3756278,north_new_hyde_parknassauny,42.0
3756282,north_oaksramseymn,38.0
3756283,north_ogdenweberut,30.0
3756284,north_olmstedcuyahogaoh,86.0
3756285,north_palm_beachpalm_beachfl,206.0
3756287,north_plainfieldsomersetnj,67.0
3756290,north_polefairbanks_north_starak,72.0
3756291,north_portsarasotafl,492.0
3756292,north_potomacmontgomerymd,34.0
3756294,north_providenceprovidenceri,134.0
3756295,north_readingmiddlesexma,17.0
3756296,north_redington_beachpinellasfl,12.0
3756297,north_richland_hillstarranttx,122.0
3756298,north_ridgevillelorainoh,148.0
3756299,north_river_shoresmartinfl,36.0
3756301,north_royaltoncuyahogaoh,88.0
3756302,north_saint_paulramseymn,12.0
3756304,north_salemwestchesterny,50.0
3756305,north_salt_lakedavisut,32.0
3756308,north_smithfieldprovidenceri,54.0
3756309,north_stoningtonnew_londonct,29.0
3756310,north_strabane_townshipwashingtonpa,88.0
3756314,north_tonawandaniagarany,40.0
3756315,north_topsail_beachonslownc,119.0
3756316,north_tustinorangeca,54.0
3756319,north_valleybernalillonm,34.0
3756321,north_vernonjenningsin,20.0
3756322,north_versaillesalleghenypa,65.0
3756323,north_walesmontgomerypa,34.0
3756324,north_websterkosciuskoin,22.0
3756325,north_weeki_wacheehernandofl,58.0
3756327,north_whitehall_townshiplehighpa,48.0
3756328,north_wildwoodcape_maynj,249.0
3756329,north_wilkesborowilkesnc,29.0
3756332,northampton_townshipbuckspa,68.0
3756334,northamptonhampshirema,62.0
3756335,northamptonnorthamptonpa,32.0
3756337,northbrookcookil,201.0
3756340,northfieldatlanticnj,60.0
3756341,northfieldcookil,34.0
3756343,northfieldmerrimacknh,11.0
3756344,northfieldricemn,35.0
3756345,northfieldsummitoh,70.0
3756346,northgatehamiltonoh,10.0
3756348,northlakecookil,26.0
3756353,northportleelanaumi,48.0
3756354,northportstevenswa,12.0
3756355,northportsuffolkny,25.0
3756356,northporttuscaloosaal,148.0
3756358,northridgemontgomeryoh,20.0
3756361,northumberlandsaratogany,15.0
3756363,northviewkentmi,24.0
3756365,northvillewaynemi,164.0
3756366,northwest_harborcreekeriepa,39.0
3756367,northwoodrockinghamnh,20.0
3756369,northwoodwoodoh,20.0
3756371,norton_shoresmuskegonmi,66.0
3756372,nortonbristolma,36.0
3756376,norwalkfairfieldct,370.0
3756377,norwalkhuronoh,82.0
3756378,norwalklos_angelesca,63.0
3756379,norwalkwarrenia,148.0
3756383,norwellplymouthma,58.0
3756385,norwichnew_londonct,204.0
3756386,norwichwindsorvt,12.0
3756387,norwood_young_americacarvermn,26.0
3756388,norwoodbergennj,36.0
3756389,norwooddelawarepa,20.0
3756390,norwoodhamiltonoh,31.0
3756394,notasulgamaconal,6.0
3756396,nottinghambaltimoremd,102.0
3756397,nottinghamrockinghamnh,16.0
3756401,novioaklandmi,126.0
3756402,nowatanowataok,20.0
3756403,noyacksuffolkny,74.0
3756407,nutleyessexnj,76.0
3756409,nyssamalheuror,29.0
3756410,o_briensuwanneefl,22.0
3756411,o_fallonsaint_charlesmo,202.0
3756412,o_fallonsaint_clairil,128.0
3756413,o_hara_townshipalleghenypa,66.0
3756415,oak_brookdu_pageil,114.0
3756416,oak_creekmilwaukeewi,48.0
3756417,oak_creekrouttco,40.0
3756418,oak_forestcookil,88.0
3756419,oak_groveanokamn,20.0
3756420,oak_grovechristianky,58.0
3756423,oak_grovelexingtonsc,28.0
3756427,oak_hillfayettewv,73.0
3756429,oak_hillvolusiafl,18.0
3756430,oak_islandbrunswicknc,263.0
3756431,oak_lawncookil,218.0
3756435,oak_parkcookil,196.0
3756436,oak_parkoaklandmi,25.0
3756439,oak_ridgeandersontn,160.0
3756441,oak_ridgeguilfordnc,49.0
3756442,oak_ridgeorangefl,13.0
3756443,oak_valleygloucesternj,16.0
3756446,oakbrook_terracedu_pageil,12.0
3756447,oakbrookbooneky,21.0
3756451,oakdalestanislausca,87.0
3756452,oakdalewashingtonmn,38.0
3756457,oakhurstmaderaca,43.0
3756461,oakland_parkbrowardfl,226.0
3756463,oaklandalamedaca,216.0
3756464,oaklandbergennj,60.0
3756466,oaklanddouglasor,19.0
3756467,oaklandfayettetn,40.0
3756471,oaklandoaklandmi,135.0
3756479,oaklyncamdennj,18.0
3756482,oaktonfairfaxva,66.0
3756485,oakvillesaint_louismo,94.0
3756486,oakwood_hillsmchenryil,12.0
3756488,oakwoodhallga,18.0
3756490,oakwoodmontgomeryoh,44.0
3756497,ocalamarionfl,1598.0
3756500,ocean_citycape_maynj,723.0
3756502,ocean_cityworcestermd,796.0
3756503,ocean_gateoceannj,32.0
3756504,ocean_isle_beachbrunswicknc,240.0
3756506,ocean_ridgepalm_beachfl,71.0
3756507,ocean_shoresgrays_harborwa,125.0
3756508,ocean_springsjacksonms,285.0
3756509,ocean_townshipmonmouthnj,100.0
3756512,ocean_viewsussexde,216.0
3756513,oceanosan_luis_obispoca,16.0
3756514,oceanportmonmouthnj,26.0
3756515,oceansidenassauny,98.0
3756516,oceansidesan_diegoca,252.0
3756518,ocillairwinga,8.0
3756519,ocklawahamarionfl,72.0
3756520,ocoeeorangefl,100.0
3756521,oconto_fallsocontowi,16.0
3756522,ocontoocontowi,42.0
3756527,odentonanne_arundelmd,118.0
3756529,odessahillsboroughfl,152.0
3756541,ogdenweberut,154.0
3756543,ogemapricewi,16.0
3756545,oglesbyla_salleil,33.0
3756546,ogunquityorkme,22.0
3756547,ohatcheecalhounal,7.0
3756549,ohio_townshipalleghenypa,28.0
3756554,oildalekernca,56.0
3756557,ojusmiami_dadefl,224.0
3756559,okatiebeaufortsc,266.0
3756564,okemosinghammi,76.0
3756565,oklahoma_cityoklahomaok,1895.0
3756567,okmulgeeokmulgeeok,78.0
3756572,olathejohnsonks,353.0
3756573,olathemontroseco,16.0
3756576,old_bridge_townshipmiddlesexnj,89.0
3756577,old_forgelackawannapa,30.0
3756578,old_fortmcdowellnc,24.0
3756580,old_lymenew_londonct,89.0
3756582,old_mysticnew_londonct,26.0
3756583,old_orchard_beachyorkme,73.0
3756585,old_saybrookmiddlesexct,106.0
3756587,old_towndixiefl,22.0
3756588,old_townpenobscotme,46.0
3756589,old_westburynassauny,60.0
3756591,oldsmarpinellasfl,102.0
3756592,oldtownalleganymd,13.0
3756593,oldtownbonnerid,6.0
3756595,olgasan_juanwa,17.0
3756599,olive_branchdesotoms,244.0
3756601,oliver_springsroanetn,28.0
3756603,oliveteatonmi,14.0
3756605,olivettesaint_louismo,30.0
3756609,olmsted_fallscuyahogaoh,84.0
3756610,olneymontgomerymd,44.0
